Dates,IVV US Equity,IVV AU Equity,ECRPUS 1Y Index,SPXSFRCS Index,FDTRFTRL Index,USCRWTIC Index,XAU Curncy,JPYUSD Curncy,DXY Curncy,VIX Index
2/5/2021,389.12,511.29,20,4074,0,56.85,1814.11,0.009489,91.042,20.87
2/8/2021,392.05,509.08,20,4074,0,57.97,1830.81,0.009503,90.934,21.24
2/9/2021,391.72,507.21,20,4074,0,58.4,1838.32,0.009564,90.439,21.63
2/10/2021,391.56,507.71,20,4074,0,58.68,1842.89,0.009561,90.371,21.99
2/11/2021,392.22,506.16,20,4074,0,58.24,1825.51,0.009547,90.417,21.25
2/12/2021,394.18,505.2,20,4074,0,59.47,1824.23,0.009531,90.48,19.97
2/15/2021,394.18,508.31,20,4074,0,59.47,1818.86,0.00949,90.48,19.97
2/16/2021,393.87,508.79,20,4074,0,60.05,1794.47,0.009429,90.509,21.46
2/17/2021,393.92,507.83,20,4074,0,61.14,1776.13,0.009446,90.951,21.5
2/18/2021,392.25,507.07,20,4074,0,60.52,1775.67,0.009464,90.592,22.49
2/19/2021,391.51,503.31,20,4074,0,59.24,1784.25,0.009485,90.364,22.05
2/22/2021,388.53,495.59,20,4074,0,61.49,1809.67,0.009517,90.01,23.45
2/23/2021,388.94,493.07,20,4099,0,61.62,1805.73,0.009501,90.169,23.11
2/24/2021,393.21,490.21,20,4099,0,63.18,1805.06,0.009448,90.176,21.34
2/25/2021,383.78,494.53,20,4099,0,63.57,1770.56,0.009412,90.134,28.89
2/26/2021,381.77,488.63,20,4099,0,61.5,1734.04,0.009385,90.879,27.95
3/1/2021,391.03,496.75,20,4099,0,60.64,1725.04,0.009367,91.039,23.35
3/2/2021,388.02,501.99,20,4099,0,59.75,1738.36,0.009373,90.785,24.1
3/3/2021,382.84,497.76,20,4099,0,61.28,1711.23,0.009344,90.947,26.67
3/4/2021,378.1,488.42,20,4099,0,63.83,1697.52,0.009261,91.631,28.57
3/5/2021,385.07,488.66,15,4099,0,66.09,1700.64,0.009226,91.977,24.66
3/8/2021,383.19,498.39,15,4099,0,65.05,1683.54,0.009181,92.313,25.47
3/9/2021,388.59,503.81,15,4099,0,64.01,1716.1,0.009217,91.958,24.03
3/10/2021,390.97,504.2,15,4099,0,64.44,1726.71,0.009226,91.823,22.56
3/11/2021,394.99,506.94,15,4099,0,66.02,1722.6,0.009216,91.42,21.91
3/12/2021,395.61,508.18,15,4099,0,65.61,1727.11,0.009172,91.679,20.69
3/15/2021,398.01,510.5,15,4099,0,65.39,1731.67,0.009164,91.833,20.03
3/16/2021,397.45,513.35,15,4099,0,64.8,1731.4,0.009174,91.865,19.79
3/17/2021,398.75,513.28,15,4099,0,64.6,1745.33,0.009187,91.442,19.23
3/18/2021,392.93,509.44,15,4099,0,60,1736.42,0.009183,91.862,21.58
3/19/2021,392.2,507.36,15,4099,0,61.42,1745.23,0.009184,91.919,20.95
3/22/2021,395.3,507.33,15,4099,0,61.55,1739.03,0.009187,91.742,18.88
3/23/2021,392.22,512.09,15,4099,0,57.71,1727.07,0.00921,92.336,20.3
3/24/2021,390.21,515.78,15,4099,0,61.13,1734.69,0.009197,92.528,21.2
3/25/2021,391.12,514.3,15,4099,0,58.49,1726.93,0.009158,92.848,19.81
3/26/2021,397.45,516.86,15,4099,0,60.97,1732.52,0.009118,92.766,18.86
3/29/2021,397.25,519.34,15,4099,0,61.56,1712.2,0.009105,92.944,20.74
3/30/2021,396.27,520.22,15,4099,0,60.55,1685.2,0.009062,93.297,19.61
3/31/2021,397.82,521.97,15,4099,0,59.16,1707.71,0.009032,93.232,19.4
4/1/2021,402.08,527.58,15,4099,0,61.45,1729.31,0.009042,92.929,17.33
4/2/2021,402.08,527.58,15,4099,0,61.45,1728.87,0.009033,93.022,17.33
4/5/2021,407.85,527.58,15,4099,0,58.65,1728.27,0.009076,92.595,17.91
4/6/2021,407.6,532.59,15,4099,0,59.33,1743.27,0.009112,92.335,18.12
4/7/2021,408.11,532.42,15,4099,0,59.77,1737.72,0.009104,92.455,17.16
4/8/2021,410.01,537.1,15,4099,0,59.6,1755.84,0.009152,92.059,16.95
4/9/2021,412.98,538.26,12,4099,0,59.32,1743.88,0.009119,92.163,16.69
4/12/2021,413.15,541.05,12,4099,0,59.7,1732.76,0.009142,92.138,16.91
4/13/2021,414.36,542.58,12,4099,0,60.18,1745.51,0.009169,91.852,16.65
4/14/2021,412.98,540.39,12,4099,0,63.15,1736.43,0.009179,91.69,16.99
4/15/2021,417.42,536.24,12,4099,0,63.46,1763.95,0.009195,91.671,16.57
4/16/2021,418.89,538.32,12,4099,0,63.13,1776.51,0.009192,91.556,16.25
4/19/2021,416.84,540.16,12,4130,0,63.38,1771.43,0.009247,91.069,17.29
4/20/2021,413.81,535.21,12,4130,0,62.44,1778.75,0.009252,91.241,18.68
4/21/2021,417.68,535.34,12,4130,0,61.35,1793.79,0.009255,91.155,17.5
4/22/2021,413.97,539,12,4130,0,61.46,1783.94,0.009262,91.333,18.71
4/23/2021,418.31,535.94,12,4130,0,62.18,1777.2,0.009271,90.859,17.33
4/26/2021,419.25,538.36,12,4130,0,61.91,1781.38,0.009251,90.807,17.64
4/27/2021,419.12,538.43,12,4130,0,62.94,1776.6,0.009197,90.909,17.56
4/28/2021,418.96,541.52,12,4130,0,63.86,1781.68,0.009208,90.609,17.28
4/29/2021,421.61,540.01,12,4130,0,65.01,1772.18,0.009181,90.614,17.61
4/30/2021,418.88,540.02,12,4130,0,63.58,1769.13,0.009148,91.28,18.61
5/3/2021,419.78,544,12,4130,0,64.49,1792.88,0.009168,90.945,18.31
5/4/2021,417.23,540.94,12,4130,0,65.69,1779.06,0.00915,91.288,19.48
5/5/2021,417.29,541.07,12,4130,0,65.63,1786.87,0.009158,91.308,19.15
5/6/2021,420.68,539.11,12,4130,0,64.71,1815.22,0.009167,90.951,18.39
5/7/2021,423.73,541.4,12,4130,0,64.9,1831.24,0.009209,90.233,16.69
5/10/2021,419.61,540.41,12,4130,0,64.92,1836.07,0.009188,90.212,19.66
5/11/2021,415.87,533.76,12,4130,0,65.28,1837.47,0.009206,90.141,21.84
5/12/2021,406.98,530.49,12,4130,0,66.08,1815.69,0.009116,90.713,27.59
5/13/2021,411.81,528.51,12,4130,0,63.82,1826.72,0.009135,90.752,23.13
5/14/2021,418.17,535.08,10,4199,0,65.37,1843.43,0.009145,90.321,18.81
5/17/2021,417.17,538.91,10,4199,0,66.27,1866.9,0.009155,90.164,19.72
5/18/2021,413.58,536.83,10,4199,0,65.49,1869.44,0.009184,89.75,21.34
5/19/2021,412.46,528.9,10,4199,0,63.36,1869.62,0.009156,90.191,22.18
5/20/2021,416.82,531.8,10,4199,0,62.05,1877.21,0.009193,89.808,20.67
5/21/2021,416.58,538.19,10,4199,0,63.7,1881.25,0.009178,90.017,20.15
5/24/2021,420.77,539.29,10,4199,0,66.2,1881.02,0.009194,89.844,18.4
5/25/2021,419.86,543.84,10,4199,0,66.27,1899.25,0.009193,89.639,18.84
5/26/2021,420.63,540.39,10,4199,0,66.21,1896.67,0.009162,90.042,17.36
5/27/2021,420.85,542.2,10,4199,0,66.85,1896.54,0.009104,89.971,16.74
5/28/2021,421.65,546.15,10,4199,0,66.32,1903.77,0.009103,90.031,16.76
5/31/2021,421.65,545.81,10,4199,0,66.32,1906.87,0.009126,89.829,16.76
6/1/2021,421.32,544.72,10,4199,0,67.72,1900.44,0.009133,89.831,17.9
6/2/2021,422.02,544.06,10,4199,0,68.83,1908.38,0.009126,89.909,17.48
6/3/2021,420.41,545.65,10,4199,0,68.81,1870.76,0.009065,90.512,18.04
6/4/2021,424.24,548.64,10,4199,0,69.62,1891.59,0.00913,90.136,16.42
6/7/2021,423.88,547.44,10,4199,0,69.23,1899.21,0.009153,89.95,16.42
6/8/2021,423.9,547.33,10,4199,0,70.05,1892.89,0.009133,90.076,17.07
6/9/2021,423.22,547.47,10,4199,0,69.96,1888.57,0.009121,90.12,17.89
6/10/2021,424.04,547.04,10,4199,0,70.29,1898.51,0.009147,90.075,16.1
6/11/2021,424.74,547.81,10,4199,0,70.91,1877.53,0.009118,90.555,15.65
6/14/2021,425.76,547.81,10,4199,0,70.88,1866.18,0.009085,90.522,16.39
6/15/2021,424.93,553.88,10,4199,0,72.12,1859.02,0.009086,90.536,17.02
6/16/2021,422.58,553.27,10,4213,0,72.15,1811.47,0.009032,91.129,18.15
6/17/2021,422.45,553.54,10,4213,0,71.04,1773.5,0.009071,91.889,17.75
6/18/2021,416.77,562.49,10,4213,0,71.64,1764.16,0.009072,92.225,20.7
6/21/2021,422.65,555.3,10,4213,0,73.66,1783.27,0.009064,91.899,17.89
6/22/2021,424.66,564.77,10,4213,0,73.06,1778.74,0.009036,91.756,16.66
6/23/2021,424.41,565.77,10,4213,0,73.28,1778.68,0.009013,91.802,16.32
6/24/2021,426.87,562.99,10,4213,0,73.45,1775.17,0.009019,91.814,15.97
6/25/2021,428.44,564.29,10,4213,0,74.25,1781.44,0.009026,91.851,15.62
6/28/2021,429.35,565.98,10,4213,0,72.91,1778.48,0.00904,91.887,15.76
6/29/2021,429.54,568.6,10,4213,0,72.98,1761.24,0.009046,92.049,16.02
6/30/2021,429.92,572.74,10,4213,0,73.47,1770.11,0.009,92.436,15.83
7/1/2021,432.35,575.21,10,4213,0,75.23,1776.84,0.008966,92.597,15.48
7/2/2021,435.64,578.45,10,4213,0,75.16,1787.3,0.009007,92.226,15.07
7/5/2021,435.64,578.2,10,4213,0,75.16,1791.77,0.00901,92.212,15.07
7/6/2021,434.53,572.88,10,4213,0,73.37,1797.08,0.00904,92.546,16.44
7/7/2021,436.31,579.05,10,4213,0,72.2,1803.63,0.00904,92.644,16.2
7/8/2021,432.81,583.25,10,4213,0,72.94,1802.83,0.009111,92.417,19
7/9/2021,437.41,581.69,10,4213,0,74.56,1808.32,0.009081,92.13,16.18
7/12/2021,439.03,583.63,10,4213,0,74.1,1806.28,0.009062,92.261,16.17
7/13/2021,437.49,585.1,10,4213,0,75.25,1807.76,0.009039,92.752,17.12
7/14/2021,438.07,584.71,10,4213,0,73.13,1827.53,0.009095,92.41,16.33
7/15/2021,436.57,584.76,10,4213,0,71.65,1829.47,0.009103,92.624,17.01
7/16/2021,433.27,586.34,10,4242,0,71.81,1812.05,0.009084,92.687,18.45
7/19/2021,426.8,584.12,10,4242,0,66.42,1812.64,0.009136,92.891,22.5
7/20/2021,432.99,584,10,4242,0,67.42,1810.36,0.009103,92.973,19.73
7/21/2021,436.5,592.68,10,4242,0,70.55,1803.66,0.009067,92.754,17.91
7/22/2021,437.45,592.81,10,4242,0,72.06,1806.92,0.009078,92.822,17.69
7/23/2021,441.76,594.86,10,4242,0,72.27,1802.15,0.009046,92.912,17.2
7/26/2021,442.94,598.8,10,4242,0,71.91,1797.63,0.009059,92.649,17.58
7/27/2021,440.92,599.25,10,4242,0,71.65,1799.09,0.009108,92.432,19.36
7/28/2021,440.68,598.24,10,4242,0,72.39,1807.11,0.009097,92.322,18.31
7/29/2021,442.64,596.41,10,4242,0,73.62,1828.17,0.009133,91.864,17.7
7/30/2021,440.4,593.82,10,4242,0,73.95,1814.19,0.009117,92.174,18.24
8/2/2021,439.51,602.25,10,4242,0,71.26,1813.47,0.009148,92.048,19.46
8/3/2021,443.02,595.34,10,4242,0,70.56,1810.44,0.009172,92.081,18.04
8/4/2021,440.91,598.03,10,4242,0,68.15,1811.74,0.009134,92.27,17.97
8/5/2021,443.65,596.54,10,4242,0,69.09,1804.41,0.009109,92.244,17.28
8/6/2021,444.42,599.6,10,4242,0,68.28,1763.03,0.009072,92.8,16.15
8/9/2021,444.11,601.62,10,4242,0,66.48,1729.94,0.009063,92.945,16.72
8/10/2021,444.63,604.92,10,4242,0,68.29,1728.93,0.009043,93.055,16.79
8/11/2021,445.68,604.86,10,4242,0,69.25,1751.7,0.009055,92.922,16.06
8/12/2021,446.72,604.5,10,4242,0,69.09,1752.9,0.009055,93.035,15.59
8/13/2021,447.85,608.66,10,4242,0,68.44,1779.74,0.009123,92.518,15.45
8/16/2021,449,608.11,10,4242,0,67.29,1787.45,0.009152,92.628,16.12
8/17/2021,445.95,612.19,10,4242,0,66.59,1786.19,0.009125,93.13,17.91
8/18/2021,441.14,614.09,10,4242,0,65.46,1787.82,0.00911,93.136,21.57
8/19/2021,441.79,610.99,10,4242,0,63.69,1780.38,0.00911,93.568,21.67
8/20/2021,445.31,617.5,10,4335,0,62.32,1781.11,0.009109,93.496,18.56
8/23/2021,449.19,623.68,10,4335,0,65.81,1805.43,0.009116,92.958,17.15
8/24/2021,449.97,621.6,10,4335,0,67.67,1802.9,0.009117,92.893,17.22
8/25/2021,450.91,620.68,10,4335,0,68.41,1791,0.009092,92.825,16.79
8/26/2021,448.25,619.7,10,4335,0,67.42,1792.43,0.009084,93.062,18.84
8/27/2021,452.19,619.58,10,4335,0,68.74,1817.57,0.009103,92.686,16.39
8/30/2021,454.2,619.67,10,4335,0,69.21,1810.34,0.009097,92.653,16.19
8/31/2021,453.71,620.56,10,4335,0,68.5,1813.62,0.009091,92.626,16.48
9/1/2021,453.91,620.67,10,4335,0,68.59,1813.9,0.009088,92.449,16.11
9/2/2021,455.27,614.4,10,4335,0,69.99,1809.66,0.009096,92.225,16.41
9/3/2021,455.07,613.83,10,4335,0,69.29,1827.73,0.009116,92.035,16.41
9/6/2021,455.07,612.1,10,4335,0,69.29,1823.29,0.009103,92.035,16.41
9/7/2021,453.6,613.34,10,4335,0,68.35,1794.36,0.009067,92.512,18.14
9/8/2021,453,614.62,10,4335,0,69.3,1789.26,0.009069,92.653,17.96
9/9/2021,450.98,612.94,10,4335,0,68.14,1794.58,0.009113,92.479,18.8
9/10/2021,447.54,612.01,10,4335,0,69.72,1787.58,0.009098,92.582,20.95
9/13/2021,448.58,610.55,10,4335,0,70.45,1793.75,0.009091,92.675,19.37
9/14/2021,446.19,611.79,10,4335,0,70.46,1804.51,0.009116,92.623,19.46
9/15/2021,449.9,609.58,10,4335,0,72.61,1794.06,0.009143,92.548,18.18
9/16/2021,449.06,613.89,10,4335,0,72.61,1753.77,0.009112,92.932,18.69
9/17/2021,444.73,615.08,10,4335,0,71.97,1754.34,0.009092,93.195,20.81
9/20/2021,437.23,609.22,10,4335,0,70.29,1764.16,0.009141,93.276,25.71
9/21/2021,436.98,604,10,4466,0,70.56,1774.51,0.009156,93.204,24.36
9/22/2021,441.29,604.2,10,4466,0,72.33,1768.16,0.009107,93.462,20.87
9/23/2021,446.58,610.39,10,4466,0,73.45,1742.76,0.009064,93.085,18.63
9/24/2021,445.74,611.5,10,4466,0,74.13,1750.42,0.00903,93.327,17.75
9/27/2021,444.34,617.52,10,4466,0,75.45,1750.16,0.009008,93.383,18.76
9/28/2021,435.47,610.34,10,4466,0,75.29,1734.01,0.008968,93.766,23.25
9/29/2021,436.22,605.32,10,4466,0,74.83,1726.37,0.008931,94.338,22.56
9/30/2021,430.82,611.18,10,4466,0,75.03,1756.95,0.008987,94.23,23.14
10/1/2021,435.95,594.89,10,4466,0,75.88,1760.98,0.009003,94.035,21.15
10/4/2021,430.29,598.54,10,4466,0,77.62,1769.57,0.009015,93.776,22.96
10/5/2021,434.8,592.31,10,4466,0,78.93,1760.18,0.008971,93.975,21.3
10/6/2021,436.65,595.43,10,4466,0,77.43,1762.74,0.008975,94.266,21
10/7/2021,440.27,601.64,10,4466,0,78.3,1755.78,0.008958,94.217,19.54
10/8/2021,439.62,602.74,10,4466,0,79.35,1757.13,0.00891,94.067,18.77
10/11/2021,436.34,599.3,10,4466,0,80.52,1754.15,0.008824,94.316,20
10/12/2021,435.24,590.81,10,4466,0,80.64,1760.18,0.008802,94.516,19.85
10/13/2021,436.79,592.26,10,4466,0,80.44,1792.97,0.00883,94.08,18.64
10/14/2021,444.27,592.75,10,4466,0,81.31,1795.87,0.008797,93.956,16.86
10/15/2021,447.68,600.22,15,4466,0,82.28,1767.62,0.008752,93.937,16.3
10/18/2021,448.98,603.2,15,4466,0,82.44,1764.86,0.008747,93.953,16.31
10/19/2021,452.51,601.78,15,4466,0,82.96,1769.29,0.008743,93.734,15.7
10/20/2021,454.25,602.59,15,4466,0,83.87,1782.08,0.008746,93.558,15.49
10/21/2021,455.43,602.93,15,4466,0,83.25,1782.9,0.008772,93.77,15.01
10/22/2021,454.88,607.92,15,4466,0,84.61,1792.65,0.008811,93.642,15.43
10/25/2021,457.26,607.53,15,4466,0,84.26,1807.73,0.008794,93.813,15.24
10/26/2021,457.78,609.35,15,4466,0,84.65,1792.91,0.00876,93.949,15.98
10/27/2021,455.74,608.46,15,4466,0,82.66,1796.81,0.008787,93.802,16.98
10/28/2021,460.12,607.46,15,4466,0,82.81,1798.91,0.008805,93.345,16.53
10/29/2021,460.99,606.74,15,4466,0,83.57,1783.38,0.00877,94.123,16.26
11/1/2021,461.94,614.95,15,4466,0,84.05,1793.28,0.008772,93.879,16.41
11/2/2021,463.76,614.78,15,4466,0,83.91,1787.76,0.008775,94.09,16.03
11/3/2021,466.61,622.6,15,4466,0,80.86,1769.84,0.008771,93.864,15.1
11/4/2021,468.75,626.07,15,4466,0,78.81,1792.04,0.008791,94.347,15.44
11/5/2021,470.4,633.61,15,4466,0,81.27,1818.36,0.008818,94.32,16.48
11/8/2021,470.89,633.92,15,4466,0,81.93,1824.18,0.008832,94.049,17.22
11/9/2021,469.25,633.04,15,4466,0,84.15,1831.92,0.008859,93.955,17.78
11/10/2021,465.54,634.53,15,4466,0,81.34,1849.6,0.008779,94.85,18.73
11/11/2021,465.73,637.31,15,4466,0,81.59,1862.11,0.008767,95.178,17.66
11/12/2021,469.16,639.56,15,4466,0,80.79,1864.9,0.008778,95.128,16.29
11/15/2021,469.28,638.8,15,4466,0,80.88,1862.84,0.008761,95.407,16.49
11/16/2021,471.15,637.43,15,4466,0,80.76,1850.63,0.008709,95.915,16.37
11/17/2021,470.04,645.75,15,4466,0,78.36,1867.48,0.008763,95.828,17.11
11/18/2021,471.59,646.33,15,4466,0,79.01,1858.94,0.008752,95.544,17.59
11/19/2021,470.82,650.26,15,4843,0,76.1,1845.73,0.008771,96.031,17.91
11/22/2021,469.41,650.52,15,4843,0,76.75,1804.65,0.008705,96.548,19.17
11/23/2021,470.06,649.13,15,4843,0,78.45,1789.16,0.008686,96.491,19.38
11/24/2021,471.28,650.48,15,4843,0,78.39,1788.61,0.008665,96.875,18.58
11/25/2021,471.28,656,15,4843,0,78.39,1788.85,0.008668,96.774,18.58
11/26/2021,460.62,653.11,15,4843,0,78.39,1802.59,0.008821,96.089,28.62
11/29/2021,466.5,650.4,15,4843,0,69.95,1784.6,0.008808,96.341,22.96
11/30/2021,457.63,653.4,15,4843,0,66.18,1774.52,0.008838,95.994,27.19
12/1/2021,452.29,643.86,15,4843,0,65.57,1781.73,0.008867,96.028,31.12
12/2/2021,459.26,640.1,15,4843,0,66.5,1768.74,0.008835,96.156,27.95
12/3/2021,455.14,647.84,15,4843,0,66.26,1783.29,0.008865,96.117,30.67
12/6/2021,460.62,650.94,15,4843,0,69.49,1778.67,0.008812,96.328,27.18
12/7/2021,470.19,652.85,15,4843,0,72.05,1784.13,0.008805,96.369,21.89
12/8/2021,471.43,660.99,15,4843,0,72.36,1782.99,0.008795,95.894,19.9
12/9/2021,468.25,655.92,15,4843,0,70.94,1775.33,0.008814,96.271,21.58
12/10/2021,472.74,654.59,15,4843,0,71.67,1782.84,0.00882,96.097,18.69
12/13/2021,467.07,659.2,15,4843,0,71.29,1786.67,0.008805,96.317,20.31
12/14/2021,463.77,659.39,15,4843,0,70.73,1770.85,0.008791,96.571,21.89
12/15/2021,471.06,653.62,15,4843,0,70.87,1776.92,0.008768,96.511,19.29
12/16/2021,466.74,660.24,15,4950,0,72.38,1799.35,0.008795,96.042,20.57
12/17/2021,462.11,651.53,15,4950,0,70.86,1798.11,0.008794,96.565,21.57
12/20/2021,456.92,645.5,15,4950,0,68.23,1790.93,0.008801,96.551,22.87
12/21/2021,465.06,646.69,15,4950,0,71.22,1789.27,0.008765,96.491,21.01
12/22/2021,469.75,650.9,15,4950,0,72.86,1803.67,0.008763,96.076,18.63
12/23/2021,472.63,651.31,15,4950,0,73.74,1808.81,0.008741,96.019,17.96
12/24/2021,472.63,655.82,15,4950,0,73.74,1810.26,0.008743,96.019,17.96
12/27/2021,479.4,655.82,15,4950,0,75.57,1812.13,0.008704,96.093,17.68
12/28/2021,479.03,655.82,15,4950,0,75.98,1806.18,0.00871,96.202,17.54
12/29/2021,479.53,662.1,15,4950,0,76.56,1804.71,0.008698,95.929,16.95
12/30/2021,478.18,659.98,15,4950,0,76.99,1814.67,0.008691,95.968,17.33
12/31/2021,476.99,658.03,15,4950,0,76.99,1829.2,0.008687,95.67,17.22
1/3/2022,479.84,658.03,15,4950,0,76.08,1801.45,0.008671,96.213,16.6
1/4/2022,479.68,666.23,15,4950,0,76.99,1814.6,0.008611,96.262,16.91
1/5/2022,470.33,660.86,15,4950,0,77.85,1810.44,0.008612,96.171,19.73
1/6/2022,469.98,652.57,15,4950,0,79.46,1791.16,0.008632,96.32,19.61
1/7/2022,468.1,657.34,15,4950,0,78.9,1796.55,0.008656,95.719,18.76
1/10/2022,467.22,651.2,15,4950,0,78.23,1801.68,0.008681,95.991,19.4
1/11/2022,471.83,650.16,15,4950,0,81.22,1821.6,0.008673,95.624,18.41
1/12/2022,473.08,653.52,15,4950,0,82.64,1826.15,0.008723,94.915,17.62
1/13/2022,466.59,647.54,15,4950,0,82.12,1822.54,0.008759,94.79,20.31
1/14/2022,466.75,640.47,15,4950,0,83.82,1817.94,0.008757,95.165,19.19
1/17/2022,466.75,646.17,15,4950,0,83.82,1819.23,0.008725,95.258,19.19
1/18/2022,458.5,645.25,15,4950,0,85.43,1813.74,0.008727,95.732,22.79
1/19/2022,453.76,633.79,15,4982,0,86.96,1840.54,0.008746,95.51,23.85
1/20/2022,448.72,629.64,15,4982,0,86.9,1839.29,0.008765,95.735,25.59
1/21/2022,439.98,619.57,15,4982,0,86.24,1835.38,0.008797,95.642,28.85
1/24/2022,441.52,617.24,15,4982,0,84.11,1843.06,0.008773,95.918,29.9
1/25/2022,436.44,610,15,4982,0,86.55,1848.02,0.008782,95.948,31.16
1/26/2022,435.43,610,15,4982,0,87.35,1819.59,0.00872,96.478,31.96
1/27/2022,433.16,606.97,15,4982,0,86.61,1797.43,0.008668,97.255,30.49
1/28/2022,443.75,618.19,15,4982,0,86.82,1791.53,0.008678,97.27,27.66
1/31/2022,451.77,633.14,15,4982,0,88.15,1797.17,0.008685,96.54,24.83
2/1/2022,454.89,637.46,15,4982,0,88.2,1801.19,0.00872,96.385,21.96
2/2/2022,459.26,640.92,15,4982,0,88.26,1806.8,0.008738,95.936,22.09
2/3/2022,448.6,638.19,15,4982,0,90.27,1804.85,0.008697,95.379,24.35
2/4/2022,450.85,633.97,15,4982,0,92.31,1808.28,0.008681,95.485,23.22
2/7/2022,449.25,635.65,15,4982,0,91.32,1820.47,0.008688,95.399,22.86
2/8/2022,452.82,630.75,15,4982,0,89.36,1825.92,0.008655,95.643,21.44
2/9/2022,459.5,634.67,15,4982,0,89.66,1833.36,0.008655,95.494,19.96
2/10/2022,451.38,638.62,15,4982,0,89.88,1826.85,0.00862,95.553,23.91
2/11/2022,442.35,628.68,15,4982,0,93.1,1858.76,0.008662,96.082,27.36
2/14/2022,440.91,622.4,15,4982,0,95.46,1871.18,0.008655,96.374,28.33
2/15/2022,448,618.3,15,4982,0,92.07,1853.61,0.008651,95.989,25.7
2/16/2022,448.51,624.08,15,4982,0,93.66,1869.8,0.008661,95.701,24.29
2/17/2022,439.1,621.56,15,4933,0,91.76,1898.43,0.008701,95.8,28.11
2/18/2022,436.07,612.76,15,4933,0,91.07,1898.43,0.008692,96.043,27.75
2/21/2022,436.07,607.08,15,4933,0,91.07,1906.29,0.008716,96.078,27.75
2/22/2022,431.34,595.96,15,4933,0,92.35,1898.64,0.00869,96.025,28.81
2/23/2022,423.48,599.51,15,4933,0,92.7,1909.01,0.008694,96.19,31.02
2/24/2022,430.14,576.82,15,4933,0,93.41,1903.89,0.008655,97.137,30.32
2/25/2022,439.61,594.03,15,4933,0,92.59,1889.34,0.008657,96.615,27.59
2/28/2022,438.72,597.74,15,4933,0,95.72,1908.99,0.008697,96.707,30.15
3/1/2022,431.92,603.51,15,4933,0,103.41,1945.28,0.008702,97.409,33.32
3/2/2022,439.8,596.27,15,4933,0,110.6,1928.72,0.008657,97.385,30.74
3/3/2022,437.69,602.54,15,4933,0,107.67,1935.95,0.008661,97.785,30.48
3/4/2022,433.95,590.5,15,4933,0,115.68,1970.7,0.008709,98.648,31.98
3/7/2022,421.2,578.36,15,4933,0,119.4,1998.11,0.008671,99.293,36.45
3/8/2022,418.06,575.2,15,4933,0,123.7,2050.76,0.008646,99.062,35.13
3/9/2022,429.31,576.93,20,4933,0,108.7,1991.83,0.008631,97.968,32.45
3/10/2022,427.34,584.4,20,4933,0,106.02,1996.98,0.00861,98.507,30.23
3/11/2022,422.01,579.31,20,4933,0,109.33,1988.46,0.008524,99.124,30.75
3/14/2022,418.82,584.71,20,4933,0,103.01,1950.88,0.008461,98.999,31.77
3/15/2022,428.04,583.77,20,4933,0,96.44,1917.94,0.008454,99.097,29.83
3/16/2022,437.52,592.95,20,4933,0.25,95.04,1927.29,0.008421,98.618,26.67
3/17/2022,442.96,597.06,20,4904,0.25,102.98,1942.89,0.008432,97.974,25.67
3/18/2022,447.7,595.55,20,4904,0.25,104.7,1921.62,0.008393,98.233,23.87
